#/home/enes/bim/BIM.py trees/ir3080010.trees,trees/ir3080011.trees,trees/ir3080012.trees,trees/ir3080013.trees,trees/ir3080014.trees,trees/ir3080015.trees,trees/ir3080016.trees,trees/ir3080017.trees,trees/ir3080018.trees,trees/ir3080019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/468408313.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,FulD,FerL,ZngE,FayH,TajD,btree,Colless,path
0,100001.0,50,428,0.2756130230573974,0.20323113335303591,0.13243767498200007,-0.0994423393480048,0.017942083131520264,0.032245209875598806,-0.3101319318079377,0.1402048914804017,ir3080010.trees
0,100001.0,50,426,-0.6129349796554993,0.25440735094226163,-0.31513303812212523,0.11474475574387961,-0.059168491861241325,-0.3126611033214958,-0.6186620385662767,0.1733819696102739,ir3080011.trees
0,100001.0,50,393,-1.1164334866818086,1.1170218270665966,-0.46218601982696467,0.2578466541596774,-0.07476466849864032,-0.28529946984301746,-1.5144668020936225,0.17701630201630197,ir3080012.trees
0,100001.0,50,454,-0.6039844884759258,1.080123521171808,0.11461950350321573,-0.21101044594508594,-0.001353672845077704,-0.21380955886230646,-0.16498904484048935,0.14627958621465112,ir3080013.trees
0,100001.0,50,331,-1.471267251380149,1.4488515652724014,-0.35687935988559855,0.09310514533817417,-0.07229695797842421,-0.42630088140557193,-0.9770462613657078,0.15985584710074516,ir3080014.trees
0,100001.0,50,381,-0.4410081510713697,0.8282320385212856,0.07230873125912463,-0.16313440503446872,-0.004928744394931416,-0.19336457226349366,-0.13193171169787773,0.12074829931972789,ir3080015.trees
0,100001.0,50,355,-0.7427673334042557,0.3374550853206192,0.011186994487322608,-0.19049013576746462,-0.023177983111046963,-0.35051623254127245,-0.776828131233216,0.13631741356336355,ir3080016.trees
0,100001.0,50,402,-1.725852179098721,0.797487582877709,-0.6665735009342626,0.3864322042844252,-0.10581917921658944,-0.3832131762784447,-1.1244402246955665,0.15963779128672742,ir3080017.trees
0,100001.0,50,439,0.6225080999164789,-0.3905525239144106,0.03764959685112012,0.08038205145754426,0.019776593279598985,0.2194368662095906,-0.09979578627300553,0.1289659863945578,ir3080018.trees
0,100001.0,50,416,0.1815608483775469,-0.9064524421594835,-0.2190712692228643,0.2959956911180939,-0.011909048310422167,0.201305012286992,-0.05167512223185142,0.12742255175451475,ir3080019.trees
