#/home/enes/bim/BIM.py trees/ir3070060.trees,trees/ir3070061.trees,trees/ir3070062.trees,trees/ir3070063.trees,trees/ir3070064.trees,trees/ir3070065.trees,trees/ir3070066.trees,trees/ir3070067.trees,trees/ir3070068.trees,trees/ir3070069.trees 50 --stats=all --eta=etas/Fn.json --out=outs/277769900.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,bsfs,ZngE,FerL,FulD,TajD,Colless,btree,path
0,100001.0,50,411,0.029991448051345928,0.5389213202281192,0.08799965463660775,0.07629435204056663,-0.1567214582532284,0.299933478066701,0.14059414088215932,-0.6612291586635736,ir3070060.trees
0,100001.0,50,351,-0.013087756978961206,-0.7675129455717419,-0.3596984426984562,0.1502052275519902,0.37874364682398004,-0.44252354575760006,0.1558779761904762,-0.8498163748588268,ir3070061.trees
0,100001.0,50,441,0.017872035842761244,-0.3429453301942253,-0.4987383351867739,0.3599011150612376,0.8393016895853213,-0.35455284453749875,0.12353949213273097,-0.10323450529920658,ir3070062.trees
0,100001.0,50,500,0.03174505206441644,0.044020523535615655,-0.44231725302239977,0.38647156365439356,-0.38934330929310634,-0.19988969444055057,0.14411027568922308,-0.5783451276851487,ir3070063.trees
0,100001.0,50,303,-0.04345259283583473,-0.8661184993344319,-0.20981692994997403,-0.06245118780572427,0.6659167654218475,-0.5142303414488818,0.17123165055495881,-0.7777434695321529,ir3070064.trees
0,100001.0,50,459,-0.08321849814127652,-1.9455400276505237,0.11180084894405895,-0.41532390491341686,1.000258856803799,-0.48812734144477027,0.1663469387755102,-0.7739080304647892,ir3070065.trees
0,100001.0,50,432,0.033620745800532245,-0.2763632251676835,-0.49159283030444484,0.42228708331917714,0.2737474035140725,-0.23496463050061714,0.1507012225179927,-0.9957128472269972,ir3070066.trees
0,100001.0,50,438,-0.06348988005538735,-0.12584653314247946,0.7096714107767297,-0.6727848199561599,-0.8236344486246648,0.23195341893407986,0.15518372703412076,-0.6758100400602419,ir3070067.trees
0,100001.0,50,463,0.011566751830185054,0.6855364747256266,0.33268550777135686,-0.1408489379815629,-0.5411576829042235,0.4046268073548413,0.12712914623213625,-0.3726074494258692,ir3070068.trees
0,100001.0,50,451,-0.029065663138126786,-0.2658246382766275,0.08195723153277266,-0.16950011490217481,-0.4678473959984541,-0.12894855652956577,0.14230898971158715,-0.25454409132583805,ir3070069.trees
