#/home/enes/bim/BIM.py trees/ir3090000.trees,trees/ir3090001.trees,trees/ir3090002.trees,trees/ir3090003.trees,trees/ir3090004.trees,trees/ir3090005.trees,trees/ir3090006.trees,trees/ir3090007.trees,trees/ir3090008.trees,trees/ir3090009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/338217526.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,bsfs,FulD,FayH,FerL,TajD,Colless,btree,path
0,100001.0,50,421,0.21358294284896495,-2.23698377054209,0.7890513250878601,-0.13789653236221078,-0.7036296553628328,-0.7806822556251101,0.18219954648526077,-1.2756140527862798,ir3090000.trees
0,100001.0,50,431,0.8248214599451318,0.25232604874082376,-0.1304243875717702,-0.05081857057949402,-0.6849276232132662,0.4343130067361267,0.13602728325372704,0.0913724132995926,ir3090001.trees
0,100001.0,50,305,-0.3669574381412441,-1.898177734466462,1.9966746110433213,-0.04580354181075954,0.017363129921449755,-0.6837489794338658,0.20666008338819386,-1.7140768305923662,ir3090002.trees
0,100001.0,50,470,-0.15551994057967206,-2.0785929928201248,1.2152162287078019,-0.08197289699954456,-0.2577350564876928,-0.7378116045369657,0.1868904904619189,-1.3784560599333562,ir3090003.trees
0,100001.0,50,401,-0.13243389967341965,0.037476994614744165,0.43841861309698504,0.005474293420504253,0.09862477097943712,-0.08908446109295301,0.15238572064339753,-0.9475268230449256,ir3090004.trees
0,100001.0,50,365,0.3804498314957861,-0.12038583995130535,-0.08616903379879694,-0.05798398838415811,-0.4611314229403454,-0.045858908222833415,0.16589888382537482,-0.7833047959762012,ir3090005.trees
0,100001.0,50,435,0.9261216777123946,-0.3645385209365726,-0.5000694350523173,-0.11431003403687644,-1.010739045602371,0.07749249997521473,0.1392668178382465,-0.30739301496639765,ir3090006.trees
0,100001.0,50,414,-0.08580440072689764,-1.105683241874714,1.2514686488674414,-0.047891059238530986,-0.15306318080763545,-0.4259716358311831,0.14505952380952383,-0.5386476689044131,ir3090007.trees
0,100001.0,50,394,0.8858314541610798,-0.25266241170570775,-0.3972273349885208,-0.10873330983649494,-0.9636075004366804,0.07992402382600627,0.16959256821007973,-0.850830917242337,ir3090008.trees
0,100001.0,50,445,0.014459774235977833,-0.06443512399204003,-0.19665253431351007,-0.0039687082914299475,-0.025005314824515224,-0.014440135881406425,0.1490486819727891,-0.6592885682756625,ir3090009.trees
