#/home/enes/bim/BIM.py trees/ir3080030.trees,trees/ir3080031.trees,trees/ir3080032.trees,trees/ir3080033.trees,trees/ir3080034.trees,trees/ir3080035.trees,trees/ir3080036.trees,trees/ir3080037.trees,trees/ir3080038.trees,trees/ir3080039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/235033447.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,FerL,ZngE,FulD,bsfs,FayH,btree,Colless,path
0,100001.0,50,481,0.031117822446363106,-0.49096839555225685,0.4465968133501419,-0.36695384960699917,-0.3467621218490039,-0.05589898978782732,-0.5618917179961781,0.16276336923658358,ir3080030.trees
0,100001.0,50,479,0.21869492339197036,-0.13196810458344133,0.22881644430015144,0.1094425042315859,0.341536208538672,-0.0003524590177052649,-0.5812654371498375,0.1521112351190477,ir3080031.trees
0,100001.0,50,400,-0.2109851158055414,-0.0759185245034202,-0.042370501053257084,0.780887598354192,-0.88322730960173,-0.0237419134385046,-0.552145514553423,0.13849206349206353,ir3080032.trees
0,100001.0,50,369,-0.21597108957735808,-0.36051328495637425,0.20454914285333928,-0.2813182429600812,-0.7046923083579814,-0.0579129664646494,-1.0055561926046837,0.17216498249785356,ir3080033.trees
0,100001.0,50,349,-0.0068281236762198555,0.3784955488695002,-0.33516396842063495,0.14541876117834052,0.4205404045390497,0.04452144509281114,0.34887407248568025,0.1166537267080745,ir3080034.trees
0,100001.0,50,361,-0.0035326280119209815,0.2888784787701664,-0.2549638504616025,0.07228652592871411,0.42395180748439115,0.034076081763229744,0.03269632950456134,0.12524923762608492,ir3080035.trees
0,100001.0,50,474,-0.17015750128848936,-0.26124726841888884,0.14107567871995938,-0.13608068547945879,-0.5131450031454228,-0.042777304167027075,-0.13464919720443638,0.14132045675413019,ir3080036.trees
0,100001.0,50,538,0.11352109844793751,-0.07827522558759946,0.12741898699803775,0.06680364384761138,0.05363352730568499,-0.0013303926599047202,-0.8194009995945797,0.1402234504913076,ir3080037.trees
0,100001.0,50,479,0.1613279305796623,-0.40642225186652925,0.4397998900016757,0.04755385060315961,-0.13825166982669124,-0.036817868989491534,-0.44486377317012626,0.14103699330972055,ir3080038.trees
0,100001.0,50,532,0.06979770914178399,-0.1919026342336842,0.20443052841016407,0.07685212283026431,-0.09983981076995968,-0.01780130625314147,-0.4676302044739834,0.14141366423112448,ir3080039.trees
