#/home/enes/bim/BIM.py trees/r3070010.trees,trees/r3070011.trees,trees/r3070012.trees,trees/r3070013.trees,trees/r3070014.trees,trees/r3070015.trees,trees/r3070016.trees,trees/r3070017.trees,trees/r3070018.trees,trees/r3070019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/260905148.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,TajD,FerL,ZngE,FulD,bsfs,Colless,btree,path
0,100001.0,50,421,0.09180535238703405,-0.07641735147297096,0.819706492203694,-0.7580304231446822,-0.09049001288046449,0.9422426715183553,0.12014959044842428,0.4616263536313979,r3070010.trees
0,100001.0,50,425,0.04332080724829041,0.5381262916406472,0.04851541882689193,0.23544121068822746,-0.190333960744065,0.7885473785519773,0.09708351425676649,1.013157487404177,r3070011.trees
0,100001.0,50,362,0.02482856470777153,0.2364150798893862,0.06987270556203608,0.06066944749231618,0.7578852921363987,0.33189603951911417,0.11990756754679262,0.3560919858615302,r3070012.trees
0,100001.0,50,429,0.028519117051551746,-0.025592965728112108,0.25580486824959303,-0.23747090080117497,0.056967723517520434,-0.02221257232250498,0.11484413352970045,0.6233302498422374,r3070013.trees
0,100001.0,50,535,0.0029344560222375206,0.2883044974022864,-0.14533297369041023,0.2767072380505575,-0.5241961104585756,0.23986888971728193,0.1162106764103021,0.2988058664960455,r3070014.trees
0,100001.0,50,448,-0.013846356050139326,-0.2740662044048094,0.044613725093212,-0.18076014507493823,0.9732459071936905,-0.6784120149913261,0.14437903366474794,-0.7505379590969611,r3070015.trees
0,100001.0,50,470,0.013765124509301266,-0.07104836561900096,0.15824289309090495,-0.17548555341905267,0.9314132517534917,-0.025274727843933142,0.1290391156462585,-0.4141340447132831,r3070016.trees
0,100001.0,50,429,0.0036996922479241947,-0.10609597989183009,0.09375040135679234,-0.1369952281185504,-0.25379758851153744,-1.4167097195831987e-05,0.10824420129497593,0.2874168577120986,r3070017.trees
0,100001.0,50,431,-0.031520676756291166,-0.14925083786889837,-0.17812069370728026,0.07904241675033699,0.3851285546185914,-0.4385953881793294,0.13761868383717116,0.1698270742042787,r3070018.trees
0,100001.0,50,492,-0.029990170337296496,-0.6345202156712872,0.1206812396671465,-0.4340574904438816,0.44133845283957146,-1.0634005301456522,0.15417611489040056,-1.0282454197244553,r3070019.trees
