#/home/enes/bim/BIM.py trees/ir3090050.trees,trees/ir3090051.trees,trees/ir3090052.trees,trees/ir3090053.trees,trees/ir3090054.trees,trees/ir3090055.trees,trees/ir3090056.trees,trees/ir3090057.trees,trees/ir3090058.trees,trees/ir3090059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/312468610.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,TajD,bsfs,FulD,FayH,ZngE,btree,Colless,path
0,100001.0,50,406,0.4295621991947319,-0.39866807651436054,-0.25599313915495975,0.24662685207130727,0.023091178047804545,-0.5823596304445551,-1.0216453893431015,0.16180543013665644,ir3090050.trees
0,100001.0,50,364,-0.5459012440687576,0.19684419393824665,0.053929775032717404,-0.5245449830464229,-0.051091300465342666,0.579882179871046,-0.06720463192193414,0.12995709647495363,ir3090051.trees
0,100001.0,50,424,-0.9137475121809068,0.10658193087656191,-0.3801250237131256,-0.3576867415114971,-0.10083205856310344,0.8560639249616909,-1.6280177444440571,0.21444425227718206,ir3090052.trees
0,100001.0,50,395,-0.6249035330273794,0.13234319600627728,-0.2739455674043427,0.007748331236795781,-0.06488651826974065,0.6160251142702493,-0.19463231819189283,0.12805529188419554,ir3090053.trees
0,100001.0,50,380,0.08501350366092683,-0.6688234510589963,-1.3647130347896608,1.8128586895481684,-0.036645247891907845,-0.41956094801193183,-1.6750485755306692,0.1917474060331202,ir3090054.trees
0,100001.0,50,438,-0.5771739649162542,-0.7558482018327024,-1.8592822888408267,0.5969775258952781,-0.12112034191501332,0.11543955638463342,-1.5361488888453734,0.19553099017384726,ir3090055.trees
0,100001.0,50,383,0.15913389799373476,-1.0503566544010574,-2.3542184160760162,1.6183860869207105,-0.054505908365689096,-0.6814105283669429,-1.1114673679759794,0.16976686507936511,ir3090056.trees
0,100001.0,50,384,0.06993366570443607,0.4254940609617097,0.7074150925491283,0.1022165938058698,0.038030904123394056,0.15825308639923297,-0.39199567562347337,0.13048654244306415,ir3090057.trees
0,100001.0,50,344,-0.1979436022325059,-0.15131891812865642,-0.5079990973371477,0.36729514395708535,-0.034122585572901196,0.09546313971643589,-1.381418407599713,0.18582565769670698,ir3090058.trees
0,100001.0,50,399,-0.21903186592398216,-0.3574245037744043,-1.0023475395322639,1.0508440273907436,-0.05094635891942748,0.00747931847173088,-0.6992344494876481,0.1476085279472614,ir3090059.trees
