#/home/enes/bim/BIM.py trees/ir3020050.trees,trees/ir3020051.trees,trees/ir3020052.trees,trees/ir3020053.trees,trees/ir3020054.trees,trees/ir3020055.trees,trees/ir3020056.trees,trees/ir3020057.trees,trees/ir3020058.trees,trees/ir3020059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/322256467.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FayH,FerL,FulD,bsfs,TajD,Colless,btree,path
0,100001.0,50,400,0.9754603542293918,-0.06721528196441506,-0.839805857154285,-0.699790045864274,0.14285519668209398,0.46369018546926905,0.1734132332178154,-1.137596691426658,ir3020050.trees
0,100001.0,50,385,0.9288513176125514,-0.06897763819406859,-0.8205083619122623,0.32410477613122934,-0.01781416881237831,0.4064654595712749,0.1698149497894395,-1.192525453970756,ir3020051.trees
0,100001.0,50,487,0.8715108624531664,-0.18531239294198645,-1.280467982351133,0.6927432704435063,-1.8335622423429707,-0.4858168935366216,0.20517311402172808,-1.9763347398375881,ir3020052.trees
0,100001.0,50,325,-0.054988152086150176,-0.013938837616658218,-0.027156210213526617,0.17128059124325068,-0.09176553225652863,-0.15299802311256813,0.20221983530254206,-1.6408469247345385,ir3020053.trees
0,100001.0,50,402,1.222328753728094,-0.11709334073680723,-1.1909338032704728,-0.639036184374316,0.05324620486034756,0.3456779308268689,0.2086228108264582,-1.6801575074796369,ir3020054.trees
0,100001.0,50,393,0.517351249549089,-0.020908326259447347,-0.3832498862208304,0.3635816565778781,0.3280812936720358,0.35155736651007924,0.15621661887895652,-0.9683773671791541,ir3020055.trees
0,100001.0,50,329,-0.15689396532324076,-0.13175641304716312,-0.4639420954382216,1.9719510805344307,-3.0596330982737197,-1.093910055900162,0.18833237520360258,-1.3956904822506666,ir3020056.trees
0,100001.0,50,391,1.0573441497139615,-0.12388119728245293,-1.1252362690127709,-0.6400526866064776,-0.6549346352261479,0.1378016828577394,0.18587343194158398,-1.4429936610686354,ir3020057.trees
0,100001.0,50,477,0.16534046467908023,-0.057557450473742486,-0.337573093448063,0.9626929930688976,-0.7919175694307486,-0.2526439331394165,0.195500283446712,-1.2504986112302052,ir3020058.trees
0,100001.0,50,411,0.400124589670351,-0.0581587587143634,-0.47352262393564487,0.852184455806261,-0.5565977088627958,-0.028946318583420477,0.17142162987644036,-1.5548292464706523,ir3020059.trees
