#/home/enes/bim/BIM.py trees/ir3100060.trees,trees/ir3100061.trees,trees/ir3100062.trees,trees/ir3100063.trees,trees/ir3100064.trees,trees/ir3100065.trees,trees/ir3100066.trees,trees/ir3100067.trees,trees/ir3100068.trees,trees/ir3100069.trees 50 --stats=all --eta=etas/Fn.json --out=outs/516894610.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,ZngE,bsfs,FayH,FerL,FulD,btree,Colless,path
0,100001.0,50,397,0.21267789210254306,0.3766411327821572,0.22442125397780877,-0.02125886600330438,-0.3044666193473669,-0.232638122326519,-0.28670007790975727,0.1440905190905191,ir3100060.trees
0,100001.0,50,401,-0.20347727061014273,-0.1503287263695548,-0.5152105559390828,-0.008085110282590886,0.05166813036484992,0.6968951194500547,-0.4484956222730919,0.1293507128878949,ir3100061.trees
0,100001.0,50,416,-0.39052972384345264,-0.5445127970680096,-0.35439274396272197,0.019085325547240982,0.39109644262907123,1.0872552232573542,-0.40521022898957765,0.1411807580174927,ir3100062.trees
0,100001.0,50,494,-0.20878160437755025,-0.2173801061659282,-0.3034930906362233,0.00018454304932482925,0.1247300562220292,-0.05393221307485517,0.022181377005516385,0.12311710398445094,ir3100063.trees
0,100001.0,50,443,0.2848178539034072,0.22388553912800369,0.4011975039491922,0.009520688040456774,-0.08748587184497071,0.08488783151672157,-0.16038211126473148,0.12923637923637926,ir3100064.trees
0,100001.0,50,451,0.2949968340596012,0.1852322787337982,0.5697631232088333,0.016165060977644443,-0.037363910042024995,-0.4349927680822313,0.23163668074985616,0.11279552804728445,ir3100065.trees
0,100001.0,50,446,0.023117506032756453,-0.22305638266302444,0.521886394529659,0.03335166352267892,0.2680506798764918,-0.13715614356831232,0.06885914370976526,0.12821809758386116,ir3100066.trees
0,100001.0,50,405,0.09358669363892783,-0.2463846624052119,0.6564342151692062,0.04640492549322819,0.3362136134103995,0.10910723460520273,-0.1571876426532853,0.12955583693331343,ir3100067.trees
0,100001.0,50,359,-0.32769924329180267,-0.1620113442747066,-0.4398524783061113,-0.023850838796075115,-0.007917155305287856,-0.81571347619698,-0.40105069701667706,0.13947489108002753,ir3100068.trees
0,100001.0,50,486,-0.0967905713321826,-0.1860530048692185,-0.1742807852193773,0.011588510629348854,0.1550863762057032,1.005950028082057,-0.5692649963864699,0.14637579169598883,ir3100069.trees
