#/home/enes/bim/BIM.py trees/ir3050000.trees,trees/ir3050001.trees,trees/ir3050002.trees,trees/ir3050003.trees,trees/ir3050004.trees,trees/ir3050005.trees,trees/ir3050006.trees,trees/ir3050007.trees,trees/ir3050008.trees,trees/ir3050009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/918628738.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,TajD,FayH,FulD,ZngE,bsfs,btree,Colless,path
0,100001.0,50,424,-0.6168913542028056,-0.11397420623948515,-0.08105591311190391,0.026589693404294828,0.48190742812224546,-0.6875920441319013,-1.10727728056202,0.16144000703729763,ir3050000.trees
0,100001.0,50,354,-0.7522149684913022,-0.277969334810108,-0.10884201071509841,0.13872774376006797,0.5158436082906999,-0.7662593014759911,-1.1162671311658379,0.16863526232410767,ir3050001.trees
0,100001.0,50,373,-0.06361971460161712,0.2671937979919985,0.011119564948869235,-0.19456314638543562,0.193572634403391,0.44830087412024555,-0.6168440778301912,0.1555383022774328,ir3050002.trees
0,100001.0,50,480,0.036973770876379125,0.07454744505859935,0.009573927044373341,-0.42261120094241583,0.00613411070714027,0.23664650715343707,-0.38997208010300166,0.1333472164375954,ir3050003.trees
0,100001.0,50,422,-0.5495515186821449,-0.5056537004751251,-0.1004302162940889,0.46350261819091176,0.22056563420422498,-1.3529887067380821,-1.256291413826585,0.18377625775584958,ir3050004.trees
0,100001.0,50,399,-0.1345922450247697,0.2721582892733773,0.0030471322829363503,0.34577067377542653,0.2584587861762705,0.5824703974504306,-0.6453911097794971,0.16615805200584907,ir3050005.trees
0,100001.0,50,400,-0.28874914238128724,0.009333674071945165,-0.03359497637688826,-0.3666375759151193,0.2579090999305127,-0.07408567150126691,-0.870316974634346,0.15269350983636698,ir3050006.trees
0,100001.0,50,417,-0.28967746029857355,0.06721521554395019,-0.02964040259078931,0.7215990617307365,0.28864137976323656,-0.13174466905158413,-0.8673696327465698,0.18486237087427557,ir3050007.trees
0,100001.0,50,334,-0.11136312600289978,-0.009660534603965744,-0.013926797405628882,0.7422733871678362,0.0925911798856843,-0.23490841994866404,-1.616142642663712,0.18107183349530287,ir3050008.trees
0,100001.0,50,461,-0.4519106453404555,0.15772189511678358,-0.04247597622964402,-0.4327652201616158,0.4777615045602388,0.043030996941333624,-0.22819587020141366,0.14785688711574857,ir3050009.trees
