#/home/enes/bim/BIM.py trees/ir3050020.trees,trees/ir3050021.trees,trees/ir3050022.trees,trees/ir3050023.trees,trees/ir3050024.trees,trees/ir3050025.trees,trees/ir3050026.trees,trees/ir3050027.trees,trees/ir3050028.trees,trees/ir3050029.trees 50 --stats=all --eta=etas/Fn.json --out=outs/299906169.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,TajD,FulD,FayH,ZngE,FerL,Colless,btree,path
0,100001.0,50,422,-0.8335589900927187,-0.2779270361511736,0.8846880693185016,-0.056424976501164986,0.13029036517636783,-0.3123889537531661,0.20117630385487523,-1.5099594065667035,ir3050020.trees
0,100001.0,50,482,0.03226673500712517,0.2841481941723458,0.3035287002337984,-0.037204946213558236,0.5697505998339549,-0.4821700119916405,0.15949546485260777,-0.7584358380437468,ir3050021.trees
0,100001.0,50,416,-1.6178569787239712,-0.5176503846092436,1.3720706040311885,-0.09831662173655276,0.19243303810944903,-0.524497569705938,0.1878940600630495,-1.0208389691220872,ir3050022.trees
0,100001.0,50,461,-0.4032415340418148,-0.18822031627398778,1.0137996287283377,-0.02034803620726867,-0.04386283025993026,-0.06095421002630291,0.19919217687074833,-1.5064989072854906,ir3050023.trees
0,100001.0,50,486,-0.48421062664127035,-0.07652299139307368,-0.21408856776110372,-0.08441271231809867,0.5467365456201452,-0.6686537540466542,0.1503190423456205,-0.6729618098899766,ir3050024.trees
0,100001.0,50,414,-1.2093049525031145,-0.5826713427998267,1.5734243457234425,-0.02899077236139315,-0.3874116227999726,0.09869614989459365,0.16073954334208929,-0.7966060293336334,ir3050025.trees
0,100001.0,50,424,-0.49092706765832406,-0.0838879992757626,-0.322752520155516,-0.061622246216645436,0.3692185619481602,-0.47061416325978705,0.1843685887053235,-0.7811696673915667,ir3050026.trees
0,100001.0,50,307,-1.9772973884270064,-0.7190417974290758,0.37382573116689155,-0.1424345966820254,0.30682184896408876,-0.7726370869511281,0.21740362811791394,-2.2220823066534257,ir3050027.trees
0,100001.0,50,365,-0.7526878255453441,-0.2777579639788085,0.4814160677018408,-0.05350517408828633,0.10824500443103201,-0.28696809862273776,0.17636714880126805,-1.190056321399744,ir3050028.trees
0,100001.0,50,486,0.2761769436184321,0.16043838241589298,0.7009403791212672,-0.004717385322139008,0.20094745193579688,-0.13452835168443403,0.15761999244142105,-0.8184227061263217,ir3050029.trees
