#/home/enes/bim/BIM.py trees/ir3000010.trees,trees/ir3000011.trees,trees/ir3000012.trees,trees/ir3000013.trees,trees/ir3000014.trees,trees/ir3000015.trees,trees/ir3000016.trees,trees/ir3000017.trees,trees/ir3000018.trees,trees/ir3000019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/840386203.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FerL,TajD,FulD,bsfs,ZngE,Colless,btree,path
0,100001.0,50,373,0.06363868278554799,0.4940002825163735,0.07123213178243948,0.16254055112867846,0.4292822594805285,-0.39618268861206896,0.10826330532212886,0.47252921414113447,ir3000010.trees
0,100001.0,50,391,-0.008508086691062343,-0.22317355488714152,0.2572338247797663,-0.7536430389779707,0.08477306938711865,0.32835716414184696,0.12137872390335448,0.17916683350911497,ir3000011.trees
0,100001.0,50,474,-0.01829344164878026,-0.09717245862280006,-0.09743476852449719,-0.2924256269253883,-0.14392440966084583,0.03481768198627448,0.15039062499999992,-0.6217139441179486,ir3000012.trees
0,100001.0,50,419,-0.0019504643457740425,0.024605419218068966,-0.06969458340848748,-1.029617323663276,-0.15463994667578349,-0.057564639882338633,0.12195839874411302,0.18133776159373305,ir3000013.trees
0,100001.0,50,535,0.01256452030166647,-0.012066854780422742,0.20066169405330653,0.002497989192212693,0.2759417628061229,0.1144604408643672,0.12208822923108639,0.061908677723091075,ir3000014.trees
0,100001.0,50,455,0.05525973582989435,0.41105845734512986,0.0946186301614813,-0.19960468762169783,0.44514275262008685,-0.31148572974108096,0.12297133138969882,-0.04582864641805206,ir3000015.trees
0,100001.0,50,508,0.026578893788893995,0.0954067838479436,0.21942877354258963,0.2069678441912456,0.2262994925861554,0.02987667608318125,0.1374440019910403,0.08155706807866196,ir3000016.trees
0,100001.0,50,511,-0.08987288089327715,-0.3826089880040919,-0.6403489094553072,1.8693505529291903,-2.229308966433804,0.0041643807277854505,0.18151191774419678,-1.0841470196857341,ir3000017.trees
0,100001.0,50,468,-0.04484866828471083,-0.29512771980295355,-0.14229783775876348,0.5377690243446092,-0.5844061642026,0.18519192500409823,0.13510795622596866,-0.4343395427215038,ir3000018.trees
0,100001.0,50,513,0.013307883292281516,0.1356641461688745,-0.039065097290906035,-0.3185219395690228,-7.196325545440328e-06,-0.13918632582429158,0.11621098821207872,-0.0030092644289338734,ir3000019.trees
