#/home/enes/bim/BIM.py trees/r2300000.trees,trees/r2300001.trees,trees/r2300002.trees,trees/r2300003.trees,trees/r2300004.trees,trees/r2300005.trees,trees/r2300006.trees,trees/r2300007.trees,trees/r2300008.trees,trees/r2300009.trees,trees/r2300010.trees,trees/r2300011.trees,trees/r2300012.trees,trees/r2300013.trees,trees/r2300014.trees,trees/r2300015.trees,trees/r2300016.trees,trees/r2300017.trees,trees/r2300018.trees,trees/r2300019.trees,trees/r2300020.trees,trees/r2300021.trees,trees/r2300022.trees,trees/r2300023.trees,trees/r2300024.trees,trees/r2300025.trees,trees/r2300026.trees,trees/r2300027.trees,trees/r2300028.trees,trees/r2300029.trees,trees/r2300030.trees,trees/r2300031.trees,trees/r2300032.trees,trees/r2300033.trees,trees/r2300034.trees,trees/r2300035.trees,trees/r2300036.trees,trees/r2300037.trees,trees/r2300038.trees,trees/r2300039.trees,trees/r2300040.trees,trees/r2300041.trees,trees/r2300042.trees,trees/r2300043.trees,trees/r2300044.trees,trees/r2300045.trees,trees/r2300046.trees,trees/r2300047.trees,trees/r2300048.trees,trees/r2300049.trees,trees/r2300050.trees,trees/r2300051.trees,trees/r2300052.trees,trees/r2300053.trees,trees/r2300054.trees,trees/r2300055.trees,trees/r2300056.trees,trees/r2300057.trees,trees/r2300058.trees,trees/r2300059.trees,trees/r2300060.trees,trees/r2300061.trees,trees/r2300062.trees,trees/r2300063.trees,trees/r2300064.trees,trees/r2300065.trees,trees/r2300066.trees,trees/r2300067.trees,trees/r2300068.trees,trees/r2300069.trees,trees/r2300070.trees,trees/r2300071.trees,trees/r2300072.trees,trees/r2300073.trees,trees/r2300074.trees,trees/r2300075.trees,trees/r2300076.trees,trees/r2300077.trees,trees/r2300078.trees,trees/r2300079.trees,trees/r2300080.trees,trees/r2300081.trees,trees/r2300082.trees,trees/r2300083.trees,trees/r2300084.trees,trees/r2300085.trees,trees/r2300086.trees,trees/r2300087.trees,trees/r2300088.trees,trees/r2300089.trees,trees/r2300090.trees,trees/r2300091.trees,trees/r2300092.trees,trees/r2300093.trees,trees/r2300094.trees,trees/r2300095.trees,trees/r2300096.trees,trees/r2300097.trees,trees/r2300098.trees,trees/r2300099.trees,trees/r2300100.trees,trees/r2300101.trees,trees/r2300102.trees,trees/r2300103.trees,trees/r2300104.trees,trees/r2300105.trees,trees/r2300106.trees,trees/r2300107.trees,trees/r2300108.trees,trees/r2300109.trees,trees/r2300110.trees,trees/r2300111.trees,trees/r2300112.trees,trees/r2300113.trees,trees/r2300114.trees,trees/r2300115.trees,trees/r2300116.trees,trees/r2300117.trees,trees/r2300118.trees,trees/r2300119.trees,trees/r2300120.trees,trees/r2300121.trees,trees/r2300122.trees,trees/r2300123.trees,trees/r2300124.trees,trees/r2300125.trees,trees/r2300126.trees,trees/r2300127.trees,trees/r2300128.trees,trees/r2300129.trees,trees/r2300130.trees,trees/r2300131.trees,trees/r2300132.trees,trees/r2300133.trees,trees/r2300134.trees,trees/r2300135.trees,trees/r2300136.trees,trees/r2300137.trees,trees/r2300138.trees,trees/r2300139.trees,trees/r2300140.trees,trees/r2300141.trees,trees/r2300142.trees,trees/r2300143.trees,trees/r2300144.trees,trees/r2300145.trees,trees/r2300146.trees,trees/r2300147.trees,trees/r2300148.trees,trees/r2300149.trees,trees/r2300150.trees,trees/r2300151.trees,trees/r2300152.trees,trees/r2300153.trees,trees/r2300154.trees,trees/r2300155.trees,trees/r2300156.trees,trees/r2300157.trees,trees/r2300158.trees,trees/r2300159.trees,trees/r2300160.trees,trees/r2300161.trees,trees/r2300162.trees,trees/r2300163.trees,trees/r2300164.trees,trees/r2300165.trees,trees/r2300166.trees,trees/r2300167.trees,trees/r2300168.trees,trees/r2300169.trees,trees/r2300170.trees,trees/r2300171.trees,trees/r2300172.trees,trees/r2300173.trees,trees/r2300174.trees,trees/r2300175.trees,trees/r2300176.trees,trees/r2300177.trees,trees/r2300178.trees,trees/r2300179.trees,trees/r2300180.trees,trees/r2300181.trees,trees/r2300182.trees,trees/r2300183.trees,trees/r2300184.trees,trees/r2300185.trees,trees/r2300186.trees,trees/r2300187.trees,trees/r2300188.trees,trees/r2300189.trees,trees/r2300190.trees,trees/r2300191.trees,trees/r2300192.trees,trees/r2300193.trees,trees/r2300194.trees,trees/r2300195.trees,trees/r2300196.trees,trees/r2300197.trees,trees/r2300198.trees,trees/r2300199.trees,trees/r2300200.trees,trees/r2300201.trees,trees/r2300202.trees,trees/r2300203.trees,trees/r2300204.trees,trees/r2300205.trees,trees/r2300206.trees,trees/r2300207.trees,trees/r2300208.trees,trees/r2300209.trees,trees/r2300210.trees,trees/r2300211.trees,trees/r2300212.trees,trees/r2300213.trees,trees/r2300214.trees,trees/r2300215.trees,trees/r2300216.trees,trees/r2300217.trees,trees/r2300218.trees,trees/r2300219.trees,trees/r2300220.trees,trees/r2300221.trees,trees/r2300222.trees,trees/r2300223.trees,trees/r2300224.trees,trees/r2300225.trees,trees/r2300226.trees,trees/r2300227.trees,trees/r2300228.trees,trees/r2300229.trees,trees/r2300230.trees,trees/r2300231.trees,trees/r2300232.trees,trees/r2300233.trees,trees/r2300234.trees,trees/r2300235.trees,trees/r2300236.trees,trees/r2300237.trees,trees/r2300238.trees,trees/r2300239.trees,trees/r2300240.trees,trees/r2300241.trees,trees/r2300242.trees,trees/r2300243.trees,trees/r2300244.trees,trees/r2300245.trees,trees/r2300246.trees,trees/r2300247.trees,trees/r2300248.trees,trees/r2300249.trees 100 --stats=btree --eta=etas/ben.json --out=outs/extrabes.csv --r2t=0.005 --r2s=0.005
start,end,N,btree,path
0.0,23.0,100,-0.5938186114565603,r2300000.trees
6284.0,6421.0,100,0.25051659197614506,r2300000.trees
6421.0,6780.0,100,0.28029792399485787,r2300000.trees
6780.0,7145.0,100,-0.05163079417048568,r2300000.trees
7145.0,7404.0,100,0.0,r2300000.trees
7404.0,7497.0,100,-0.21244949645433195,r2300000.trees
7896.0,8098.0,100,-0.24600553941805856,r2300000.trees
8098.0,8720.0,100,-0.29336216248604363,r2300000.trees
8720.0,9098.0,100,-0.17707415364886284,r2300000.trees
9098.0,9201.0,100,-0.231252569122315,r2300000.trees
9201.0,9479.0,100,-0.28770792167232795,r2300000.trees
9479.0,9665.0,100,-0.3026508011212749,r2300000.trees
9665.0,9669.0,100,-0.2826849712889355,r2300000.trees
9669.0,9860.0,100,-0.2826849712889252,r2300000.trees
9860.0,9933.0,100,-0.2706280954292832,r2300000.trees
9933.0,10001.0,100,-0.2706280954292832,r2300000.trees
5969.0,6284.0,100,0.1986272619043044,r2300000.trees
5648.0,5969.0,100,0.3846519224969873,r2300000.trees
7497.0,7896.0,100,-0.21244949645433195,r2300000.trees
4626.0,5372.0,100,0.4768104246857335,r2300000.trees
23.0,966.0,100,-0.4001284096242056,r2300000.trees
5372.0,5648.0,100,0.3846519224969873,r2300000.trees
1049.0,1248.0,100,-0.39834118371059635,r2300000.trees
1248.0,1391.0,100,-0.39834118371059635,r2300000.trees
1391.0,2198.0,100,-0.2948831113526979,r2300000.trees
2198.0,2365.0,100,-0.047671715129843466,r2300000.trees
2365.0,2955.0,100,0.009024897780297636,r2300000.trees
2955.0,3841.0,100,0.06899000510461921,r2300000.trees
966.0,1049.0,100,-0.4001284096242056,r2300000.trees
4027.0,4076.0,100,0.02333825071297652,r2300000.trees
4076.0,4370.0,100,0.10812721848033191,r2300000.trees
4370.0,4412.0,100,0.08609627836160312,r2300000.trees
4412.0,4554.0,100,0.08609627836160312,r2300000.trees
4554.0,4578.0,100,0.08609627836159407,r2300000.trees
4578.0,4626.0,100,0.4768104246857335,r2300000.trees
3841.0,4027.0,100,0.00829667674728611,r2300000.trees
5262.0,5345.0,100,-0.36424401802117273,r2300001.trees
5345.0,5355.0,100,-0.40305637395681,r2300001.trees
5355.0,5788.0,100,-0.388482417413345,r2300001.trees
5788.0,5825.0,100,0.16431477542348943,r2300001.trees
5825.0,5940.0,100,0.18280275955566164,r2300001.trees
5940.0,5945.0,100,0.16943008803915643,r2300001.trees
7315.0,8128.0,100,0.7126438284198207,r2300001.trees
6183.0,6225.0,100,0.6494390138986988,r2300001.trees
6225.0,7315.0,100,0.7564968503268308,r2300001.trees
8128.0,8328.0,100,0.6863042105401441,r2300001.trees
8328.0,8455.0,100,0.6249908697731054,r2300001.trees
8455.0,10001.0,100,0.6571326152450016,r2300001.trees
5049.0,5262.0,100,-0.40726488393507193,r2300001.trees
5945.0,6183.0,100,0.6494390138986988,r2300001.trees
4973.0,5049.0,100,-0.46650744507253433,r2300001.trees
1656.0,2008.0,100,-1.0078806762150763,r2300001.trees
4488.0,4628.0,100,-0.4666681198030754,r2300001.trees
4628.0,4973.0,100,-0.4666681198030754,r2300001.trees
0.0,568.0,100,-0.7088841982757891,r2300001.trees
568.0,691.0,100,-0.7194869843457388,r2300001.trees
691.0,1246.0,100,-0.6850506869637274,r2300001.trees
1634.0,1646.0,100,-0.8308480019284804,r2300001.trees
1646.0,1656.0,100,-1.0078806762150763,r2300001.trees
1246.0,1634.0,100,-0.6848118559591145,r2300001.trees
2533.0,2990.0,100,-0.7072831908728432,r2300001.trees
2990.0,3193.0,100,-0.7162253506380168,r2300001.trees
3193.0,3344.0,100,-0.7299664123744899,r2300001.trees
3344.0,3370.0,100,-0.7663798970174498,r2300001.trees
3370.0,3403.0,100,-0.4916125574946991,r2300001.trees
3403.0,4488.0,100,-0.4666681198030601,r2300001.trees
2008.0,2533.0,100,-1.0078806762150763,r2300001.trees
7192.0,7318.0,100,-0.08086303679610894,r2300002.trees
8035.0,8246.0,100,0.6419465183402734,r2300002.trees
7318.0,7389.0,100,-0.04122995482157856,r2300002.trees
7389.0,7801.0,100,0.0616037986301213,r2300002.trees
7801.0,7859.0,100,0.07213028791693862,r2300002.trees
7859.0,7958.0,100,0.4388050316021665,r2300002.trees
7958.0,8035.0,100,0.46102209494146046,r2300002.trees
8246.0,8454.0,100,0.6278418705051061,r2300002.trees
9656.0,9979.0,100,0.6142630125635321,r2300002.trees
8597.0,8738.0,100,0.6278418705051061,r2300002.trees
8738.0,8762.0,100,0.706723279427724,r2300002.trees
8762.0,9001.0,100,0.6473336446581786,r2300002.trees
9001.0,9365.0,100,0.6473336446581786,r2300002.trees
9365.0,9656.0,100,0.6016951087900276,r2300002.trees
9979.0,10001.0,100,0.6611630466326188,r2300002.trees
6274.0,7192.0,100,-0.08086303679610894,r2300002.trees
8454.0,8597.0,100,0.6278418705051061,r2300002.trees
6156.0,6274.0,100,-0.08086303679610894,r2300002.trees
2755.0,3554.0,100,-0.0734289408574645,r2300002.trees
5021.0,5513.0,100,-0.08086303679610894,r2300002.trees
5513.0,6156.0,100,-0.08086303679610894,r2300002.trees
394.0,747.0,100,-0.014057082959962549,r2300002.trees
747.0,844.0,100,-0.014057082959962549,r2300002.trees
844.0,1080.0,100,-0.014057082959962549,r2300002.trees
1080.0,1780.0,100,-0.014057082959962549,r2300002.trees
1780.0,1899.0,100,-0.04316824462929136,r2300002.trees
1899.0,1928.0,100,-0.04971866968502373,r2300002.trees
1928.0,1991.0,100,-0.03168784309116274,r2300002.trees
0.0,394.0,100,0.06510268884499473,r2300002.trees
