#/home/enes/bim/BIM.py trees/ir3090020.trees,trees/ir3090021.trees,trees/ir3090022.trees,trees/ir3090023.trees,trees/ir3090024.trees,trees/ir3090025.trees,trees/ir3090026.trees,trees/ir3090027.trees,trees/ir3090028.trees,trees/ir3090029.trees 50 --stats=all --eta=etas/Fn.json --out=outs/574419774.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FulD,ZngE,FerL,TajD,bsfs,btree,Colless,path
0,100001.0,50,380,-0.2149119801179558,-0.3295103520863516,1.1618660363841973,-1.568080631982808,-0.4117073683776349,-1.2944739482946568,-1.339541278346943,0.1830193615907901,ir3090020.trees
0,100001.0,50,423,-0.18318865458000555,0.34958175179605144,0.49106785499230987,-1.0530501943079806,-0.8364564367482457,-1.8509518665467832,-1.2975917146258709,0.1962868480725624,ir3090021.trees
0,100001.0,50,353,-0.12425982704935311,-0.06111743072440026,0.39197247178198724,-0.7463651620366601,-0.5083406144746819,-1.1972856245087815,-1.30609866165353,0.1831691979117229,ir3090022.trees
0,100001.0,50,478,-0.17587803916550615,-0.0694900260365597,1.1625991280167411,-1.4063945534020768,-0.13646885828354027,-0.7302188057790543,-1.3566897271965432,0.18108641761789454,ir3090023.trees
0,100001.0,50,320,-0.06641419518930748,-0.005713323005573144,0.4513168978222776,-0.5364350860369795,-0.03614728839567865,-0.35168885016802814,-0.6191801502980262,0.16986277269528496,ir3090024.trees
0,100001.0,50,480,-0.13450628876962734,0.6890760665073744,0.3613970686788362,-0.774673938931208,-0.61462303577609,-1.4944210040676416,-1.5526447335371143,0.2088089473077366,ir3090025.trees
0,100001.0,50,426,-0.026397518475071484,1.2975430849593372,-0.030414500837581387,-0.09404809350142246,-0.21848084847881138,-0.6810137790634602,-0.8424574917808396,0.15241960420531847,ir3090026.trees
0,100001.0,50,377,-0.014853728585601881,1.4215049044058405,-0.16932750448666783,0.03404937572825409,-0.2703944344143985,-0.9860673466091229,-0.9210856396947037,0.1514952515659729,ir3090027.trees
0,100001.0,50,410,-0.008376926987572674,0.39272206845981045,-0.15394958254410185,0.052486285497925625,-0.20904674920441726,-0.35115929668205714,-1.1962754303598893,0.1476422387136673,ir3090028.trees
0,100001.0,50,451,-0.03608874196954432,1.4705756510586747,-0.21053988201644144,-0.032351683532432195,-0.46221517406995816,-1.2829958891322797,-0.9786866612024732,0.16585814653730346,ir3090029.trees
