#/home/enes/bim/BIM.py trees/ir3040040.trees,trees/ir3040041.trees,trees/ir3040042.trees,trees/ir3040043.trees,trees/ir3040044.trees,trees/ir3040045.trees,trees/ir3040046.trees,trees/ir3040047.trees,trees/ir3040048.trees,trees/ir3040049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/794494951.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FerL,FulD,FayH,bsfs,TajD,btree,Colless,path
0,100001.0,50,572,-0.0348420094506728,0.15481470888092855,-0.288755847459613,0.03185367478569086,0.4729699774138421,0.19489586046585186,-0.49781028268527955,0.13386537047251335,ir3040040.trees
0,100001.0,50,474,0.048677420690668126,-0.35136120652691605,0.5831060451718154,-0.0765646070253467,-1.425776969337282,-0.5016343028585853,-0.9506338950077698,0.16258272016289513,ir3040041.trees
0,100001.0,50,461,0.04228319122532511,-0.1379943054641929,-0.43276522016161534,-0.02695492197363166,-0.3376052918596302,-0.15224316601860205,-0.8067568962758793,0.14624091015716628,ir3040042.trees
0,100001.0,50,358,-0.25647404156532433,-0.19387134408721338,2.0429030005414663,-0.08085736154809584,-2.78384628628795,-0.8270084659024364,-1.4608977997359638,0.15997296354439208,ir3040043.trees
0,100001.0,50,473,-0.06240224833111924,-0.2190893844841393,0.7166356485513689,-0.06025768380514818,-1.2943110638667195,-0.49216908597969217,-0.5955560319511698,0.13506235827664398,ir3040044.trees
0,100001.0,50,500,0.07926699478448936,0.07110670563008434,0.23333386485816413,0.02749752223065385,0.5586029387014282,0.27373224012185593,-0.2209882160692198,0.13311638758067337,ir3040045.trees
0,100001.0,50,464,0.061106611930223986,-0.11623848691895501,-0.29158315302434823,-0.019263012782697604,-0.2807940422590044,-0.07893334767829874,-1.3896043433609475,0.1762016281922605,ir3040046.trees
0,100001.0,50,467,-0.573296236939674,0.5513131172995539,-0.08873482892398536,0.05310080974675045,0.1678403240346113,-0.17388860291162103,-0.7226597824983445,0.13957036715395382,ir3040047.trees
0,100001.0,50,322,-0.39637973825646633,0.03852540649033707,0.15756484431024184,-0.044703631664703654,-1.2407780694150445,-0.7043645227321461,-0.7665648028570048,0.15418294977565491,ir3040048.trees
0,100001.0,50,418,-0.0943808525122412,0.03365672998447088,0.0033556397585160153,-0.004782811803582799,-0.32551698303100235,-0.12561908166657162,-0.19984695648757178,0.12973647402886393,ir3040049.trees
