#/home/enes/bim/BIM.py trees/ir3090010.trees,trees/ir3090011.trees,trees/ir3090012.trees,trees/ir3090013.trees,trees/ir3090014.trees,trees/ir3090015.trees,trees/ir3090016.trees,trees/ir3090017.trees,trees/ir3090018.trees,trees/ir3090019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/576756113.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,FayH,bsfs,FerL,ZngE,FulD,Colless,btree,path
0,100001.0,50,400,-0.3157506136117746,-0.05325888690259141,-0.6243576865734894,-0.26308631513988867,0.06760202813820149,0.37370124619411293,0.1643990929705216,-0.7485127693131192,ir3090010.trees
0,100001.0,50,408,-0.5329469920341937,-0.11019601880110538,-1.2659825292675733,-0.6154731429998029,0.2643157944705838,0.5559519982402572,0.14693530473413854,-0.7543791143498089,ir3090011.trees
0,100001.0,50,488,-0.09829395684614504,-0.172270424257929,-1.0415665400923413,-1.398814459567349,1.1757335415571226,-0.5304849831490004,0.16661979752530942,-1.055402876463143,ir3090012.trees
0,100001.0,50,338,-0.42971484839177376,-0.060103960539857886,-1.355562410753844,-0.2525698874545475,-8.694119591688321e-05,0.4321178672167485,0.1560750882631534,-0.7833658614573252,ir3090013.trees
0,100001.0,50,392,0.3369180879996034,-0.08978305874350637,0.17979773846388064,-0.9551321522679983,1.01102488822407,-0.49575480199893274,0.14213875205254517,-0.3124296200484082,ir3090014.trees
0,100001.0,50,466,0.1489422351716663,0.002499881920663708,0.038434176046773696,-0.06670262470834752,0.13549217203784927,0.872230112540732,0.13330478176672123,-0.2372094546968157,ir3090015.trees
0,100001.0,50,417,-0.25432297028730627,-0.03486391616211693,-0.38230213750925945,-0.14431161854355717,-0.004842979583320315,0.011257713411008749,0.1717068645640075,-1.09047894953883,ir3090016.trees
0,100001.0,50,367,-0.2502687470880209,-0.030968946951088042,-0.3339660748683575,-0.11344881074097547,-0.029644998897974995,0.017340234430113555,0.1580504650839928,-0.994354351628604,ir3090017.trees
0,100001.0,50,415,-0.07117555959000474,-0.0438450910265937,-0.36494574243451045,-0.3279624648742907,0.25072862057346446,0.49110880170507076,0.17345027898799972,-1.2703777090089023,ir3090018.trees
0,100001.0,50,452,-0.18283658494427935,-0.08746705406870471,-0.6421596814583523,-0.6310744824543314,0.4587825089554153,0.4110190376415316,0.15245976439356226,-0.680054933269008,ir3090019.trees
